id,user_id,date,time_of_day,age,device_type,subscription_tier,experience_level,is_weekend,time_spent_minutes,tasks_attempted,tasks_completed,avg_time_per_task_seconds,focus_score,interruption_count,battery_level,network_quality,screen_brightness,notification_count,goal_completed,completion_rate,age_group,day_of_week,tasks_per_minute,completion_ratio,day_of_month,month,year,rolling_mean_time_spent,completed
7466,214,2024-09-19,0,30,2,1,0,0,8.3,1,1,300.0,42.0,2.0,48.0,4,45,1,1,1.0,21-30,3,0.12048192771084336,1.0,19,9,2024,17.7,1
8246,237,2024-09-19,2,30,1,1,1,0,13.1,3,2,286.0,66.0,2.0,38.0,4,86,1,0,0.6666666666666666,21-30,3,0.22900763358778625,0.6666666666666666,19,9,2024,12.357142857142858,0
9061,262,2024-09-19,2,45,1,1,1,0,22.9,1,0,0.0,63.0,2.0,42.0,5,54,2,1,0.0,41-50,3,0.04366812227074236,0.0,19,9,2024,11.971428571428573,0
9800,286,2024-09-19,2,25,1,0,2,0,13.6,4,0,0.0,61.0,1.0,70.0,3,20,2,0,0.0,21-30,3,0.29411764705882354,0.0,19,9,2024,24.328571428571426,0
8964,259,2024-09-19,2,25,0,1,2,0,16.5,4,1,246.0,50.0,0.0,57.0,4,100,2,0,0.25,21-30,3,0.24242424242424243,0.25,19,9,2024,14.642857142857142,0
7681,221,2024-09-19,1,60,0,0,0,0,11.3,2,2,300.0,25.0,3.0,23.0,3,100,3,0,1.0,51-60,3,0.17699115044247787,1.0,19,9,2024,19.514285714285712,1
9704,284,2024-09-19,2,25,2,2,1,0,15.4,1,0,0.0,68.0,1.0,59.0,4,67,1,0,0.0,21-30,3,0.06493506493506493,0.0,19,9,2024,24.571428571428573,0
8154,233,2024-09-19,2,45,0,2,0,0,40.3,4,2,300.0,24.0,1.0,54.0,5,26,4,1,0.5,41-50,3,0.09925558312655088,0.5,19,9,2024,26.885714285714283,0
9029,261,2024-09-19,1,40,2,1,2,0,16.3,1,1,300.0,43.0,2.0,39.0,4,81,3,1,1.0,31-40,3,0.06134969325153374,1.0,19,9,2024,12.357142857142858,1
8771,254,2024-09-19,2,35,2,0,0,0,38.6,4,1,300.0,29.0,2.0,61.0,4,66,1,1,0.25,31-40,3,0.10362694300518134,0.25,19,9,2024,21.114285714285717,0
8922,258,2024-09-19,0,40,1,0,0,0,18.7,2,1,300.0,78.0,1.0,88.0,2,64,5,1,0.5,31-40,3,0.10695187165775401,0.5,19,9,2024,18.8,0
10030,292,2024-09-19,2,35,0,0,1,0,31.2,2,1,300.0,31.0,1.0,85.0,4,37,2,0,0.5,31-40,3,0.06410256410256411,0.5,19,9,2024,17.54285714285714,0
10029,292,2024-09-19,1,35,0,0,1,0,25.9,4,0,0.0,10.0,0.0,90.0,3,100,1,0,0.0,31-40,3,0.15444015444015444,0.0,19,9,2024,19.52857142857143,0
9379,272,2024-09-19,1,25,1,2,1,0,21.2,1,0,0.0,49.0,1.0,73.0,3,100,1,1,0.0,21-30,3,0.04716981132075472,0.0,19,9,2024,17.77142857142857,0
8228,236,2024-09-19,1,25,0,0,0,0,20.0,5,3,221.0,50.0,3.0,57.47041445091585,4,71,2,0,0.6,21-30,3,0.25,0.6,19,9,2024,13.400000000000002,0
8227,236,2024-09-19,0,25,0,0,0,0,6.5,5,2,86.0,55.0,1.0,38.0,4,52,2,1,0.4,21-30,3,0.7692307692307693,0.4,19,9,2024,12.72857142857143,0
9619,282,2024-09-19,1,30,1,0,1,0,31.5,3,1,300.0,34.0,4.0,48.0,4,100,2,0,0.3333333333333333,21-30,3,0.09523809523809523,0.3333333333333333,19,9,2024,16.728571428571428,0
9655,283,2024-09-19,0,20,1,0,1,0,11.5,4,1,220.0,42.0,2.0,51.0,2,100,5,0,0.25,0-20,3,0.34782608695652173,0.25,19,9,2024,13.485714285714286,0
1369,42,2024-09-19,2,25,2,0,1,0,31.1,1,1,300.0,100.0,0.0,80.0,2,40,1,1,1.0,21-30,3,0.03215434083601286,1.0,19,9,2024,20.571428571428573,1
1337,41,2024-09-19,0,30,0,2,2,0,16.7,3,2,300.0,74.0,2.0,23.0,4,69,4,1,0.6666666666666666,21-30,3,0.17964071856287425,0.6666666666666666,19,9,2024,14.728571428571428,0
7709,222,2024-09-19,0,35,2,0,1,0,29.8,2,1,300.0,31.0,3.0,32.0,4,66,3,0,0.5,31-40,3,0.06711409395973154,0.5,19,9,2024,22.157142857142855,0
9703,284,2024-09-19,1,25,2,2,1,0,23.7,3,2,300.0,100.0,0.0,83.0,5,83,0,0,0.6666666666666666,21-30,3,0.12658227848101267,0.6666666666666666,19,9,2024,25.728571428571428,0
8153,233,2024-09-19,1,45,0,2,0,0,23.4,2,1,300.0,40.0,6.0,59.0,5,24,3,0,0.5,41-50,3,0.08547008547008547,0.5,19,9,2024,27.47142857142857,0
9188,265,2024-09-19,0,60,1,2,1,0,7.4,4,3,50.0,54.0,1.0,49.0,3,91,3,1,0.75,51-60,3,0.5405405405405405,0.75,19,9,2024,15.471428571428573,0
1406,43,2024-09-19,2,40,2,2,0,0,25.0,3,2,300.0,46.0,1.0,36.0,3,64,5,1,0.6666666666666666,31-40,3,0.12,0.6666666666666666,19,9,2024,16.34285714285714,0
9877,288,2024-09-19,0,35,2,1,0,0,16.4,1,1,300.0,10.0,1.0,86.0,5,62,9,1,1.0,31-40,3,0.06097560975609757,1.0,19,9,2024,11.628571428571428,1
7503,215,2024-09-19,0,35,0,2,2,0,17.2,3,2,300.0,36.0,2.0,81.0,3,71,3,0,0.6666666666666666,31-40,3,0.1744186046511628,0.6666666666666666,19,9,2024,11.057142857142855,0
8663,251,2024-09-19,1,20,1,2,2,0,11.6,4,4,190.0,31.0,0.0,81.0,2,74,2,0,1.0,0-20,3,0.3448275862068966,1.0,19,9,2024,17.714285714285715,1
8515,247,2024-09-19,1,55,2,2,0,0,18.0,3,1,300.0,49.0,1.0,49.0,5,98,2,1,0.3333333333333333,51-60,3,0.16666666666666666,0.3333333333333333,19,9,2024,16.757142857142856,0
1725,52,2024-09-19,2,45,0,0,2,0,29.9,1,0,0.0,28.0,1.0,23.0,4,60,2,0,0.0,41-50,3,0.033444816053511704,0.0,19,9,2024,18.400000000000002,0
9878,288,2024-09-19,2,35,2,1,0,0,9.9,1,1,300.0,17.0,3.0,81.0,5,61,1,0,1.0,31-40,3,0.10101010101010101,1.0,19,9,2024,10.657142857142858,1
8629,250,2024-09-19,1,60,1,1,0,0,5.0,5,5,58.0,57.0,0.0,94.0,5,90,1,1,1.0,51-60,3,1.0,1.0,19,9,2024,12.200000000000001,1
1556,47,2024-09-19,1,30,0,0,0,0,30.2,4,1,300.0,81.0,0.0,60.0,5,27,3,0,0.25,21-30,3,0.13245033112582782,0.25,19,9,2024,18.771428571428576,0
8273,238,2024-09-19,1,50,2,0,1,0,12.1,5,2,161.0,59.0,3.0,22.0,3,55,3,1,0.4,41-50,3,0.4132231404958678,0.4,19,9,2024,17.02857142857143,0
8065,231,2024-09-19,2,60,1,2,1,0,26.0,1,1,300.0,65.0,3.0,82.0,5,82,3,0,1.0,51-60,3,0.038461538461538464,1.0,19,9,2024,22.271428571428572,1
9440,275,2024-09-19,1,35,0,2,1,0,16.9,2,2,300.0,69.0,0.0,56.0,3,92,4,1,1.0,31-40,3,0.1183431952662722,1.0,19,9,2024,12.728571428571428,1
8814,255,2024-09-19,2,55,1,2,2,0,34.4,1,1,300.0,18.0,5.0,85.0,5,79,6,0,1.0,51-60,3,0.029069767441860465,1.0,19,9,2024,24.91428571428571,1
8064,231,2024-09-19,1,60,1,2,1,0,25.4,4,2,300.0,25.0,1.0,92.0,4,44,1,0,0.5,51-60,3,0.15748031496062992,0.5,19,9,2024,21.428571428571427,0
8063,231,2024-09-19,0,60,1,2,1,0,25.0,4,3,300.0,48.0,2.0,34.0,3,87,1,0,0.75,51-60,3,0.16,0.75,19,9,2024,22.75714285714286,0
9657,283,2024-09-19,2,20,1,0,1,0,5.0,6,1,45.0,63.0,1.0,62.0,4,79,0,0,0.1666666666666666,0-20,3,1.2,0.16666666666666666,19,9,2024,13.142857142857142,0
9656,283,2024-09-19,1,20,1,0,1,0,23.8,3,1,300.0,49.0,4.0,69.0,3,77,2,0,0.3333333333333333,0-20,3,0.12605042016806722,0.3333333333333333,19,9,2024,14.957142857142857,0
1166,36,2024-09-19,2,60,2,2,0,0,11.0,1,1,300.0,43.0,1.0,36.0,4,59,3,1,1.0,51-60,3,0.09090909090909091,1.0,19,9,2024,15.157142857142857,1
9254,268,2024-09-19,2,20,2,2,2,0,41.0,3,2,300.0,38.0,1.0,80.0,4,67,1,0,0.6666666666666666,0-20,3,0.07317073170731707,0.6666666666666666,19,9,2024,16.214285714285715,0
1267,39,2024-09-19,2,25,0,2,1,0,33.7,4,2,300.0,26.0,3.0,43.0,4,100,2,1,0.5,21-30,3,0.11869436201780414,0.5,19,9,2024,12.528571428571428,0
8770,254,2024-09-19,1,35,2,0,0,0,8.9,4,3,166.0,65.0,4.0,71.0,4,60,2,0,0.75,31-40,3,0.449438202247191,0.75,19,9,2024,20.75714285714286,0
1474,45,2024-09-19,2,40,1,2,1,0,30.3,3,0,0.0,40.0,0.0,72.0,4,52,3,0,0.0,31-40,3,0.099009900990099,0.0,19,9,2024,17.842857142857145,0
9702,284,2024-09-19,0,25,2,2,1,0,37.1,7,5,287.0,67.0,2.0,43.0,3,81,2,0,0.7142857142857143,21-30,3,0.18867924528301885,0.7142857142857143,19,9,2024,28.08571428571429,0
9291,269,2024-09-19,2,25,0,1,0,0,15.6,3,0,0.0,50.0,2.0,31.0,2,62,1,1,0.0,21-30,3,0.19230769230769232,0.0,19,9,2024,23.714285714285715,0
3045,86,2024-09-19,0,20,2,1,1,0,14.3,2,1,300.0,49.0,1.0,74.0,5,64,2,0,0.5,0-20,3,0.13986013986013984,0.5,19,9,2024,15.02857142857143,0
4492,129,2024-09-19,1,50,0,2,1,0,30.8,5,3,300.0,30.0,1.0,48.0,2,66,0,0,0.6,41-50,3,0.16233766233766234,0.6,19,9,2024,24.428571428571427,0
2000,60,2024-09-19,1,35,2,0,2,0,15.4,1,1,300.0,70.0,2.0,49.0,4,68,2,1,1.0,31-40,3,0.06493506493506493,1.0,19,9,2024,13.914285714285715,1
10469,306,2024-09-19,1,35,0,1,0,0,5.0,2,0,0.0,48.0,2.0,34.0,3,78,2,1,0.0,31-40,3,0.4,0.0,19,9,2024,12.828571428571431,0
11155,329,2024-09-19,1,35,1,0,2,0,27.6,5,3,300.0,55.0,0.0,49.0,5,69,2,0,0.6,31-40,3,0.18115942028985507,0.6,19,9,2024,21.52857142857143,0
11254,331,2024-09-19,2,60,2,2,2,0,18.2,4,1,290.0,52.0,0.0,82.0,3,69,3,0,0.25,51-60,3,0.21978021978021978,0.25,19,9,2024,24.771428571428572,0
11156,329,2024-09-19,2,35,1,0,2,0,15.9,1,0,0.0,35.0,1.0,31.0,4,66,1,1,0.0,31-40,3,0.06289308176100629,0.0,19,9,2024,19.928571428571427,0
3773,108,2024-09-19,2,50,0,0,1,0,18.6,3,0,0.0,16.0,1.4522642784724569,64.0,3,61,1,0,0.0,41-50,3,0.16129032258064516,0.0,19,9,2024,13.842857142857143,0
11714,344,2024-09-19,1,20,0,0,1,0,30.4,1,1,300.0,49.0,2.0,74.0,4,98,2,0,1.0,0-20,3,0.03289473684210526,1.0,19,9,2024,17.24285714285714,1
6649,190,2024-09-19,2,50,2,1,2,0,5.0,3,2,116.0,41.0,3.0,89.0,5,81,1,0,0.6666666666666666,41-50,3,0.6,0.6666666666666666,19,9,2024,13.571428571428573,0
11020,325,2024-09-19,1,40,2,0,2,0,8.9,2,1,239.0,70.0,0.0,70.0,3,100,1,1,0.5,31-40,3,0.2247191011235955,0.5,19,9,2024,14.071428571428571,0
3544,101,2024-09-19,1,30,1,1,0,0,7.4,5,2,32.0,33.0,2.0,54.0,5,70,1,0,0.4,21-30,3,0.6756756756756757,0.4,19,9,2024,16.8,0
6615,189,2024-09-19,1,40,2,2,1,0,8.9,2,1,289.0,90.0,1.0,75.0,3,65,0,1,0.5,31-40,3,0.2247191011235955,0.5,19,9,2024,13.957142857142857,0
6049,172,2024-09-19,1,40,1,2,1,0,18.4,5,2,174.0,53.0,0.0,80.0,4,69,3,0,0.4,31-40,3,0.27173913043478265,0.4,19,9,2024,21.928571428571427,0
4004,116,2024-09-19,2,55,1,1,0,0,13.1,6,4,144.0,84.0,2.0,80.0,4,82,1,1,0.6666666666666666,51-60,3,0.4580152671755725,0.6666666666666666,19,9,2024,16.957142857142856,0
6338,180,2024-09-19,1,60,2,0,0,0,16.7,1,0,0.0,60.0,0.0,55.0,5,81,7,1,0.0,51-60,3,0.059880239520958084,0.0,19,9,2024,16.885714285714286,0
10630,313,2024-09-19,0,45,1,1,2,0,23.0,1,0,0.0,70.0,1.0,34.0,5,46,2,1,0.0,41-50,3,0.043478260869565216,0.0,19,9,2024,11.242857142857144,0
1910,57,2024-09-19,2,20,1,0,2,0,19.5,2,1,300.0,70.0,1.0,92.0,3,74,1,0,0.5,0-20,3,0.10256410256410256,0.5,19,9,2024,20.942857142857143,0
11405,335,2024-09-19,0,55,0,2,0,0,21.0,3,3,300.0,64.0,2.0,59.0,5,100,2,1,1.0,51-60,3,0.14285714285714285,1.0,19,9,2024,17.014285714285716,1
6941,200,2024-09-19,0,55,2,1,0,0,11.2,4,1,167.0,31.0,0.0,47.0,5,32,6,1,0.25,51-60,3,0.35714285714285715,0.25,19,9,2024,14.285714285714283,0
11253,331,2024-09-19,1,60,2,2,2,0,35.4,1,0,0.0,41.0,6.0,88.0,2,89,6,0,0.0,51-60,3,0.02824858757062147,0.0,19,9,2024,27.400000000000002,0
4965,143,2024-09-19,2,30,1,1,0,0,6.5,5,2,30.0,58.0,1.0,24.0,3,93,2,1,0.4,21-30,3,0.7692307692307693,0.4,19,9,2024,14.785714285714286,0
4984,144,2024-09-19,2,35,2,1,2,0,6.7,1,0,0.0,10.0,0.0,31.0,2,82,6,0,0.0,31-40,3,0.14925373134328357,0.0,19,9,2024,10.014285714285714,0
4033,117,2024-09-19,1,35,1,0,2,0,22.1,2,1,300.0,54.0,1.0,61.0,4,59,3,0,0.5,31-40,3,0.09049773755656108,0.5,19,9,2024,17.614285714285717,0
2712,77,2024-09-19,1,50,2,1,2,0,8.6,2,2,247.0,100.0,1.0,47.0,3,100,1,1,1.0,41-50,3,0.23255813953488372,1.0,19,9,2024,12.685714285714285,1
11433,336,2024-09-19,2,45,0,2,1,0,31.5,2,0,0.0,73.0,1.0,73.0,4,60,4,1,0.0,41-50,3,0.06349206349206349,0.0,19,9,2024,14.900000000000002,0
5410,155,2024-09-19,1,30,0,0,1,0,5.2,2,1,169.0,52.0,0.0,85.0,3,88,0,0,0.5,21-30,3,0.3846153846153846,0.5,19,9,2024,12.1,0
4983,144,2024-09-19,0,35,2,1,2,0,5.0,3,0,0.0,51.42735259334347,2.0,60.0,5,90,4,0,0.0,31-40,3,0.6,0.0,19,9,2024,10.014285714285714,0
5171,149,2024-09-19,0,60,2,0,2,0,22.8,4,2,300.0,34.0,0.0,54.0,4,87,3,1,0.5,51-60,3,0.17543859649122806,0.5,19,9,2024,29.200000000000006,0
3157,90,2024-09-19,1,30,1,1,1,0,19.6,3,2,300.0,24.0,1.0,91.0,1,66,2,0,0.6666666666666666,21-30,3,0.1530612244897959,0.6666666666666666,19,9,2024,19.0,0
3156,90,2024-09-19,0,30,1,1,1,0,16.3,4,3,229.0,54.0,1.0,77.0,4,86,1,0,0.75,21-30,3,0.24539877300613497,0.75,19,9,2024,19.914285714285715,0
856,27,2024-09-19,2,20,2,1,1,0,8.2,2,1,234.0,38.0,2.0,54.0,4,100,1,0,0.5,0-20,3,0.24390243902439027,0.5,19,9,2024,10.314285714285715,0
3587,102,2024-09-19,2,55,2,2,0,0,47.2,2,1,300.0,48.0,1.0,89.0,4,43,6,1,0.5,51-60,3,0.0423728813559322,0.5,19,9,2024,21.714285714285715,0
5172,149,2024-09-19,1,60,2,0,2,0,40.9,3,1,300.0,46.0,1.0,64.0,4,51,3,0,0.3333333333333333,51-60,3,0.07334963325183375,0.3333333333333333,19,9,2024,27.957142857142856,0
5557,158,2024-09-19,0,55,0,2,2,0,14.4,3,2,300.0,55.0,2.0,66.0,5,70,0,1,0.6666666666666666,51-60,3,0.20833333333333331,0.6666666666666666,19,9,2024,23.900000000000002,0
11299,332,2024-09-19,2,45,0,1,0,0,21.2,6,3,203.0,88.0,1.0,90.0,5,98,0,1,0.5,41-50,3,0.2830188679245283,0.5,19,9,2024,17.54285714285714,0
5558,158,2024-09-19,1,55,0,2,2,0,14.8,3,2,275.0,66.0,2.0,64.0,1,82,1,1,0.6666666666666666,51-60,3,0.2027027027027027,0.6666666666666666,19,9,2024,20.957142857142856,0
5559,158,2024-09-19,2,55,0,2,2,0,22.8,5,4,271.0,47.0,1.0,85.0,4,87,0,0,0.8,51-60,3,0.21929824561403508,0.8,19,9,2024,20.085714285714285,0
5173,149,2024-09-19,2,60,2,0,2,0,30.6,2,2,300.0,22.0,4.0,40.0,3,45,4,1,1.0,51-60,3,0.06535947712418301,1.0,19,9,2024,27.442857142857147,1
6614,189,2024-09-19,0,40,2,2,1,0,5.0,6,3,49.0,66.0,1.0,61.0,5,85,1,1,0.5,31-40,3,1.2,0.5,19,9,2024,12.957142857142856,0
4123,119,2024-09-19,2,30,2,1,2,0,27.5,3,2,300.0,16.0,3.0,74.0,5,58,3,0,0.6666666666666666,21-30,3,0.10909090909090909,0.6666666666666666,19,9,2024,25.442857142857143,0
486,15,2024-09-19,1,50,2,0,1,0,22.9,2,0,0.0,47.0,4.0,49.0,3,71,0,1,0.0,41-50,3,0.08733624454148473,0.0,19,9,2024,18.285714285714285,0
4395,127,2024-09-19,0,30,2,1,1,0,10.2,1,0,0.0,27.0,5.0,71.0,5,69,3,1,0.0,21-30,3,0.09803921568627452,0.0,19,9,2024,12.142857142857142,0
516,16,2024-09-19,1,55,2,2,2,0,12.6,2,1,300.0,61.0,1.0,69.0,4,85,0,1,0.5,51-60,3,0.15873015873015872,0.5,19,9,2024,15.885714285714286,0
5220,150,2024-09-19,2,50,1,2,0,0,10.7,1,0,0.0,10.0,2.0,79.0,3,28,6,0,0.0,41-50,3,0.09345794392523366,0.0,19,9,2024,15.142857142857142,0
6009,171,2024-09-19,2,25,0,2,1,0,17.9,3,0,0.0,21.0,1.0,53.0,5,100,4,0,0.0,21-30,3,0.1675977653631285,0.0,19,9,2024,17.87142857142857,0
6008,171,2024-09-19,0,25,0,2,1,0,29.2,4,1,300.0,37.0,2.0,73.0,3,59,4,1,0.25,21-30,3,0.136986301369863,0.25,19,9,2024,18.014285714285712,0
11713,344,2024-09-19,0,20,0,0,1,0,19.4,3,1,300.0,30.0,0.0,44.0,3,62,0,0,0.3333333333333333,0-20,3,0.15463917525773196,0.3333333333333333,19,9,2024,18.542857142857144,0
10489,307,2024-09-19,1,25,1,2,0,0,6.8,2,2,245.0,38.0,1.0,45.0,5,100,3,0,1.0,21-30,3,0.29411764705882354,1.0,19,9,2024,13.714285714285714,1
10490,307,2024-09-19,2,25,1,2,0,0,5.1,1,0,0.0,48.0,2.0,55.0,4,91,0,1,0.0,21-30,3,0.19607843137254904,0.0,19,9,2024,13.728571428571428,0
886,28,2024-09-19,1,20,2,2,2,0,18.0,3,1,300.0,31.0,0.0,29.0,4,70,5,0,0.3333333333333333,0-20,3,0.16666666666666666,0.3333333333333333,19,9,2024,13.5,0
4532,130,2024-09-19,2,20,2,1,1,0,18.7,2,0,0.0,15.0,8.0,95.0,4,77,3,0,0.0,0-20,3,0.10695187165775401,0.0,19,9,2024,11.6,0
578,18,2024-09-19,1,50,1,1,0,0,13.7,3,1,240.0,33.0,2.0,37.0,4,70,0,0,0.3333333333333333,41-50,3,0.21897810218978103,0.3333333333333333,19,9,2024,9.928571428571429,0
7070,204,2024-09-19,0,20,0,2,1,0,30.9,2,0,0.0,36.0,2.0,20.0,4,66,2,1,0.0,0-20,3,0.06472491909385114,0.0,19,9,2024,14.614285714285716,0
7071,204,2024-09-19,1,20,0,2,1,0,5.0,2,1,163.0,63.0,0.0,73.0,3,100,3,0,0.5,0-20,3,0.4,0.5,19,9,2024,14.614285714285716,0
7072,204,2024-09-19,2,20,0,2,1,0,22.4,3,1,300.0,43.0,0.0,80.0,4,53,2,0,0.3333333333333333,0-20,3,0.13392857142857142,0.3333333333333333,19,9,2024,14.87142857142857,0
3648,105,2024-09-19,1,25,2,0,2,0,5.0,1,1,260.0,49.0,3.0,77.0,4,64,5,1,1.0,21-30,3,0.2,1.0,19,9,2024,11.828571428571427,1
3128,89,2024-09-19,2,40,0,2,1,0,14.0,4,2,187.0,87.0,3.0,85.0,5,100,2,0,0.5,31-40,3,0.2857142857142857,0.5,19,9,2024,17.871428571428574,0
3009,85,2024-09-19,1,25,2,1,0,0,5.6,2,1,170.0,83.0,0.0,44.0,5,65,3,1,0.5,21-30,3,0.35714285714285715,0.5,19,9,2024,15.12857142857143,0
4892,140,2024-09-19,1,35,2,1,0,0,14.1,3,0,0.0,37.0,3.0,47.0,4,39,1,1,0.0,31-40,3,0.2127659574468085,0.0,19,9,2024,13.228571428571428,0
11376,334,2024-09-19,0,25,2,1,2,0,22.5,4,3,300.0,69.0,2.0,38.0,5,68,2,0,0.75,21-30,3,0.17777777777777778,0.75,19,9,2024,21.357142857142858,0
11377,334,2024-09-19,1,25,2,1,2,0,20.2,2,1,300.0,51.42735259334347,4.0,77.0,4,73,2,1,0.5,21-30,3,0.09900990099009901,0.5,19,9,2024,20.714285714285715,0
7030,203,2024-09-19,2,30,0,2,2,0,5.4,5,4,87.0,46.0,3.0,76.0,5,87,2,0,0.8,21-30,3,0.9259259259259258,0.8,19,9,2024,16.54285714285714,0
4582,132,2024-09-19,2,30,0,2,0,0,13.6,2,2,300.0,81.0,0.0,85.0,2,78,2,1,1.0,21-30,3,0.14705882352941177,1.0,19,9,2024,12.714285714285714,1
5585,159,2024-09-19,0,35,2,0,1,0,7.5,3,2,179.87433493792753,40.0,2.0,49.0,4,74,2,1,0.6666666666666666,31-40,3,0.4,0.6666666666666666,19,9,2024,11.185714285714287,0
4003,116,2024-09-19,0,55,1,1,0,0,16.0,5,3,180.0,59.0,3.0,59.0,3,79,2,0,0.6,51-60,3,0.3125,0.6,19,9,2024,15.471428571428573,0
2774,79,2024-09-19,2,35,2,2,1,0,25.2,2,0,0.0,83.0,2.0,93.0,4,58,2,0,0.0,31-40,3,0.07936507936507936,0.0,19,9,2024,23.5,0
3329,95,2024-09-19,1,45,2,0,2,0,11.7,4,3,173.0,43.0,0.0,38.0,3,66,1,1,0.75,41-50,3,0.3418803418803419,0.75,19,9,2024,20.157142857142855,0
2834,81,2024-09-19,1,45,0,1,1,0,5.0,8,5,30.0,32.0,2.0,42.0,4,87,4,1,0.625,41-50,3,1.6,0.625,19,9,2024,11.614285714285714,0
4933,142,2024-09-19,0,35,0,2,1,0,5.2,2,2,173.0,10.0,0.0,81.0,2,37,9,0,1.0,31-40,3,0.3846153846153846,1.0,19,9,2024,10.314285714285715,1
4685,135,2024-09-19,1,20,0,0,1,0,9.3,4,2,152.0,49.0,0.0,58.0,3,84,2,0,0.5,0-20,3,0.4301075268817204,0.5,19,9,2024,11.485714285714286,0
2498,72,2024-09-19,1,60,0,1,0,0,17.4,4,4,276.0,39.0,3.0,43.0,4,100,3,1,1.0,51-60,3,0.2298850574712644,1.0,19,9,2024,17.585714285714285,1
887,28,2024-09-19,2,20,2,2,2,0,25.8,2,0,0.0,16.0,1.0,24.0,5,100,6,1,0.0,0-20,3,0.07751937984496124,0.0,19,9,2024,16.47142857142857,0
5219,150,2024-09-19,1,50,1,2,0,0,6.7,2,1,187.0,10.0,4.0,73.0,3,67,8,0,0.5,41-50,3,0.29850746268656714,0.5,19,9,2024,13.642857142857142,0
641,20,2024-09-19,1,40,1,2,1,0,5.0,1,0,0.0,37.0,3.0,74.0,5,93,1,1,0.0,31-40,3,0.2,0.0,19,9,2024,8.3,0
10978,323,2024-09-19,2,55,1,1,1,0,5.0,1,1,298.0,74.0,1.0,23.0,3,48,1,0,1.0,51-60,3,0.2,1.0,19,9,2024,5.0,1
10256,299,2024-09-19,2,30,0,2,0,0,25.3,2,2,300.0,79.0,2.0,47.0,2,58,2,1,1.0,21-30,3,0.07905138339920949,1.0,19,9,2024,18.057142857142857,1
7000,202,2024-09-19,1,40,2,1,2,0,5.0,1,0,0.0,43.0,1.0,33.0,5,59,5,0,0.0,31-40,3,0.2,0.0,19,9,2024,10.433333333333334,0
7028,203,2024-09-19,0,30,0,2,2,0,20.8,4,1,293.0,35.0,2.0,55.0,5,58,2,0,0.25,21-30,3,0.1923076923076923,0.25,19,9,2024,18.014285714285712,0
7029,203,2024-09-19,1,30,0,2,2,0,15.9,4,3,214.0,46.0,3.0,20.0,5,65,6,1,0.75,21-30,3,0.25157232704402516,0.75,19,9,2024,17.814285714285713,0
3772,108,2024-09-19,0,50,0,0,1,0,5.0,2,0,0.0,55.0,1.0,76.0,5,77,4,0,0.0,41-50,3,0.4,0.0,19,9,2024,13.071428571428571,0
11298,332,2024-09-19,0,45,0,1,0,0,11.3,2,2,300.0,84.0,0.0,57.0,5,75,0,1,1.0,41-50,3,0.17699115044247787,1.0,19,9,2024,16.214285714285715,1
4204,122,2024-09-19,0,40,1,0,2,0,10.9,1,0,0.0,43.0,1.0,54.0,5,51,3,1,0.0,31-40,3,0.09174311926605504,0.0,19,9,2024,24.271428571428572,0
6917,199,2024-09-19,2,55,1,2,1,0,34.3,1,0,0.0,40.0,0.0,57.0,2,68,3,0,0.0,51-60,3,0.02915451895043732,0.0,19,9,2024,16.25714285714286,0
2106,62,2024-09-19,2,35,1,0,1,0,11.0,1,1,300.0,73.0,2.0,65.0,4,93,1,0,1.0,31-40,3,0.09090909090909091,1.0,19,9,2024,21.228571428571428,1
4082,118,2024-09-19,2,30,0,1,2,0,27.5,4,2,300.0,85.0,2.0,43.0,4,59,2,0,0.5,21-30,3,0.14545454545454545,0.5,19,9,2024,21.97142857142857,0
11074,327,2024-09-19,1,60,0,2,2,0,33.6,2,0,0.0,17.0,1.0,53.0,5,83,5,0,0.0,51-60,3,0.05952380952380952,0.0,19,9,2024,18.74285714285714,0
11073,327,2024-09-19,0,60,0,2,2,0,5.0,4,3,58.0,74.0,4.0,49.0,3,44,0,1,0.75,51-60,3,0.8,0.75,19,9,2024,17.2,0
2105,62,2024-09-19,1,35,1,0,1,0,5.0,3,2,137.0,68.0,3.0,75.0,2,69,2,0,0.6666666666666666,31-40,3,0.6,0.6666666666666666,19,9,2024,19.685714285714287,0
2104,62,2024-09-19,0,35,1,0,1,0,38.7,2,1,300.0,68.0,1.0,25.0,5,65,1,1,0.5,31-40,3,0.05167958656330749,0.5,19,9,2024,22.785714285714285,0
6294,179,2024-09-19,1,45,2,0,1,0,25.3,1,1,300.0,62.0,1.0,88.0,5,77,0,0,1.0,41-50,3,0.039525691699604744,1.0,19,9,2024,21.900000000000002,1
454,14,2024-09-19,0,20,1,1,2,0,15.4,3,3,286.0,61.0,1.0,42.0,4,55,1,0,1.0,0-20,3,0.19480519480519481,1.0,19,9,2024,13.9,1
11019,325,2024-09-19,0,40,2,0,2,0,15.0,5,2,189.0,66.0,2.0,35.0,4,78,0,1,0.4,31-40,3,0.3333333333333333,0.4,19,9,2024,11.885714285714286,0
10835,319,2024-09-19,0,20,0,0,2,0,5.0,2,0,0.0,52.0,1.0,72.0,4,100,0,1,0.0,0-20,3,0.4,0.0,19,9,2024,16.5,0
